1,7.7312790514871
2,2.7621086404584
3,2.2903021129928
4,2.0560910730101
5,1.9004231185865
6,1.7775401463349
7,1.6768388703884
8,1.5901358292229
9,1.514230361727
10,1.4485901723378
11,1.3910921336294
12,1.3385184155417
13,1.2915141880192
14,1.2490574243889
15,1.2096995718601
16,1.1738044481106
17,1.1404560413896
18,1.109225473312
19,1.0798016637171
20,1.0519134749645
21,1.0252507044426
22,1.0000989327148
23,0.97619530848516
24,0.95339143122012
25,0.93179106242898
26,0.91068812110689
27,0.88999705740085
28,0.87007384686532
29,0.8509545661959
30,0.83205058133019
31,0.81361139291262
32,0.79568172718559
33,0.77762880533089
34,0.75988303440047
36,0.70030452188504
37,0.6760379202373
38,0.66655202692727
39,0.65968006371594
40,0.65398011163455
41,0.64887021599269
