1,1.65
2,1.6666666666667
3,1.6666666666667
4,1.6833333333333
5,1.7
6,1.7
7,1.7
8,1.7166666666667
9,1.8
10,1.7166666666667
11,1.6833333333333
12,1.8
13,1.7166666666667
14,1.7833333333333
15,1.7333333333333
16,1.8666666666667
17,1.7333333333333
18,1.7166666666667
19,1.7166666666667
20,1.7166666666667
21,1.7
22,1.7166666666667
23,1.7833333333333
24,1.7833333333333
25,1.7166666666667
26,1.7166666666667
27,1.7833333333333
28,1.7166666666667
29,1.7166666666667
30,1.7
31,1.7666666666667
32,1.7333333333333
33,1.75
34,1.7333333333333
35,1.75
36,1.75
37,1.7333333333333
38,1.8
39,1.7166666666667
40,1.7166666666667
41,1.7166666666667
42,1.7166666666667
43,1.7333333333333
