1,6.1838191960407
2,2.3567603767284
3,1.9052397287398
4,1.6558202373418
5,1.4894132408838
6,1.369496727383
7,1.2756163159699
8,1.20057701276
9,1.134885707482
10,1.0774523276295
11,1.0259155615326
12,0.97820527890587
13,0.93503204577063
14,0.89340401161956
15,0.85437066728273
16,0.81723691950532
17,0.78009006625948
18,0.7445219968757
19,0.71051250926078
20,0.67973359292929
21,0.64758490676908
22,0.61601759368999
23,0.58987639087152
24,0.56443268054937
25,0.55630823560573
26,0.51846687825156
27,0.48677050520034
28,0.46873367378946
29,0.45345375821928
30,0.43387864246031
31,0.4154332396807
32,0.40692790508753
33,0.38770243066492
34,0.36840106015127
35,0.35154304174246
36,0.34644030335988
37,0.32110626251574
38,0.29924177896668
39,0.28215623564912
40,0.27987845127026
41,0.27507004325689
42,0.25151604556416
43,0.24255049294167
44,0.22924019201192
45,0.21966180537427
46,0.21114220437905
47,0.20231349342173
48,0.20336532438302
49,0.20294488362965
50,0.18607586288183
